country,year,proven_reserves,energy_source,proven_reserves_unit
Bolivia,1993.0,118.0,Gas,Bcm
Brazil,1993.0,137.0,Gas,Bcm
Colombia,1993.0,211.0,Gas,Bcm
Ecuador,1993.0,108.0,Gas,Bcm
Peru,1993.0,332.0,Gas,Bcm
Trinidad and Tobago,1993.0,230.0,Gas,Bcm
Venezuela,1993.0,3693.0,Gas,Bcm
Iran,1993.0,20700.0,Gas,Bcm
Iraq,1993.0,3100.0,Gas,Bcm
Kuwait,1993.0,1498.0,Gas,Bcm
Oman,1993.0,200.0,Gas,Bcm
Qatar,1993.0,7100.0,Gas,Bcm
Saudi Arabia,1993.0,5248.8,Gas,Bcm
United Arab Emirates,1993.0,5795.0,Gas,Bcm
Algeria,1993.0,3700.0,Gas,Bcm
Angola,1993.0,48.0,Gas,Bcm
Cameroon,1993.0,110.0,Gas,Bcm
Congo,1993.0,77.0,Gas,Bcm
Egypt,1993.0,595.0,Gas,Bcm
Equatorial Guinea,1993.0,17.0,Gas,Bcm
Gabon,1993.0,14.0,Gas,Bcm
Libya,1993.0,1289.0,Gas,Bcm
Mozambique,1993.0,65.32000000000001,Gas,Bcm
Nigeria,1993.0,3683.0,Gas,Bcm
Russian Federation & USSR,1993.0,46020.9855381166,Gas,Bcm
Bulgaria,1993.0,7.0,Gas,Bcm
Romania,1993.0,320.0,Gas,Bcm
Canada,1994.0,1898.0,Gas,Bcm
Chile,1994.0,23.0,Gas,Bcm
Mexico,1994.0,1937.0,Gas,Bcm
United States of America,1994.0,4638.0,Gas,Bcm
Denmark,1994.0,190.0,Gas,Bcm
Germany,1994.0,222.0,Gas,Bcm
Italy,1994.0,314.0,Gas,Bcm
Netherlands,1994.0,1892.0,Gas,Bcm
Norway,1994.0,2868.0,Gas,Bcm
Poland,1994.0,155.0,Gas,Bcm
United Kingdom,1994.0,1515.0,Gas,Bcm
Australia,1994.0,1292.0,Gas,Bcm
Japan,1994.0,30.0,Gas,Bcm
New Zealand,1994.0,77.0,Gas,Bcm
China,1994.0,1025.0,Gas,Bcm
India,1994.0,702.0,Gas,Bcm
Bangladesh,1994.0,301.0,Gas,Bcm
Brunei Darussalam,1994.0,400.0,Gas,Bcm
Indonesia,1994.0,2046.0,Gas,Bcm
Malaysia,1994.0,2284.0,Gas,Bcm
Burma,1994.0,268.0,Gas,Bcm
Pakistan,1994.0,665.0,Gas,Bcm
Thailand,1994.0,175.0,Gas,Bcm
Viet Nam,1994.0,134.0,Gas,Bcm
Argentina,1994.0,535.0,Gas,Bcm
Bolivia,1994.0,108.0,Gas,Bcm
Brazil,1994.0,146.0,Gas,Bcm
Colombia,1994.0,214.0,Gas,Bcm
Ecuador,1994.0,107.0,Gas,Bcm
Peru,1994.0,340.0,Gas,Bcm
Trinidad and Tobago,1994.0,286.0,Gas,Bcm
Venezuela,1994.0,3965.05,Gas,Bcm
Iran,1994.0,20764.0,Gas,Bcm
Iraq,1994.0,3115.0,Gas,Bcm
Kuwait,1994.0,1499.0,Gas,Bcm
Oman,1994.0,256.0,Gas,Bcm
Qatar,1994.0,8500.0,Gas,Bcm
Saudi Arabia,1994.0,5260.0,Gas,Bcm
United Arab Emirates,1994.0,6777.0,Gas,Bcm
Algeria,1994.0,2963.0,Gas,Bcm
Angola,1994.0,51.015306122449,Gas,Bcm
Cameroon,1994.0,110.0,Gas,Bcm
Congo,1994.0,90.0,Gas,Bcm
Egypt,1994.0,631.0,Gas,Bcm
Equatorial Guinea,1994.0,17.0,Gas,Bcm
Gabon,1994.0,12.0,Gas,Bcm
Libya,1994.0,1310.0,Gas,Bcm
Mozambique,1994.0,65.32000000000001,Gas,Bcm
Nigeria,1994.0,3450.0,Gas,Bcm
Russian Federation & USSR,1994.0,46299.38105381166,Gas,Bcm
Bulgaria,1994.0,3.0,Gas,Bcm
Romania,1994.0,300.0,Gas,Bcm
Canada,1995.0,1929.0,Gas,Bcm
Chile,1995.0,22.0,Gas,Bcm
Mexico,1995.0,1916.0,Gas,Bcm
United States of America,1995.0,4676.0,Gas,Bcm
Denmark,1995.0,179.0,Gas,Bcm
Germany,1995.0,220.0,Gas,Bcm
Italy,1995.0,305.0,Gas,Bcm
Netherlands,1995.0,1850.0,Gas,Bcm
Norway,1995.0,3000.0,Gas,Bcm
Poland,1995.0,153.0,Gas,Bcm
United Kingdom,1995.0,1480.0,Gas,Bcm
Australia,1995.0,1264.0,Gas,Bcm
Japan,1995.0,30.0,Gas,Bcm
New Zealand,1995.0,68.0,Gas,Bcm
China,1995.0,1070.0,Gas,Bcm
India,1995.0,686.0,Gas,Bcm
Bangladesh,1995.0,272.0,Gas,Bcm
Brunei Darussalam,1995.0,400.0,Gas,Bcm
Indonesia,1995.0,2186.0,Gas,Bcm
Malaysia,1995.0,2397.0,Gas,Bcm
Burma,1995.0,268.0,Gas,Bcm
Pakistan,1995.0,604.0,Gas,Bcm
Thailand,1995.0,176.0,Gas,Bcm
Viet Nam,1995.0,147.0,Gas,Bcm
Argentina,1995.0,619.0,Gas,Bcm
Bolivia,1995.0,127.0,Gas,Bcm
Brazil,1995.0,154.0,Gas,Bcm
Colombia,1995.0,217.0,Gas,Bcm
Ecuador,1995.0,106.0,Gas,Bcm
Peru,1995.0,201.0,Gas,Bcm
Trinidad and Tobago,1995.0,349.0,Gas,Bcm
Venezuela,1995.0,4064.7,Gas,Bcm
Iran,1995.0,19350.0,Gas,Bcm
Iraq,1995.0,3360.0,Gas,Bcm
Kuwait,1995.0,1494.0,Gas,Bcm
Oman,1995.0,453.0,Gas,Bcm
Qatar,1995.0,8500.0,Gas,Bcm
Saudi Arabia,1995.0,5544.5,Gas,Bcm
United Arab Emirates,1995.0,5859.0,Gas,Bcm
Algeria,1995.0,3690.0,Gas,Bcm
Angola,1995.0,49.0,Gas,Bcm
Cameroon,1995.0,110.0,Gas,Bcm
Congo,1995.0,90.0,Gas,Bcm
Egypt,1995.0,645.0,Gas,Bcm
Equatorial Guinea,1995.0,17.0,Gas,Bcm
Gabon,1995.0,34.0,Gas,Bcm
Libya,1995.0,1313.0,Gas,Bcm
Mozambique,1995.0,76.7368,Gas,Bcm
Nigeria,1995.0,3474.0,Gas,Bcm
Russian Federation & USSR,1995.0,45678.93251121076,Gas,Bcm
Bulgaria,1995.0,4.0,Gas,Bcm
Romania,1995.0,280.0,Gas,Bcm
Canada,1996.0,1942.0,Gas,Bcm
Chile,1996.0,21.0,Gas,Bcm
Mexico,1996.0,1810.0,Gas,Bcm
United States of America,1996.0,4704.0,Gas,Bcm
Denmark,1996.0,167.0,Gas,Bcm
Germany,1996.0,223.0,Gas,Bcm
Italy,1996.0,290.0,Gas,Bcm
Netherlands,1996.0,1829.0,Gas,Bcm
Norway,1996.0,3000.0,Gas,Bcm
Poland,1996.0,149.0,Gas,Bcm
United Kingdom,1996.0,1420.0,Gas,Bcm
Australia,1996.0,1360.0,Gas,Bcm
Japan,1996.0,31.0,Gas,Bcm
New Zealand,1996.0,63.0,Gas,Bcm
China,1996.0,1100.0,Gas,Bcm
India,1996.0,675.0,Gas,Bcm
Bangladesh,1996.0,300.0,Gas,Bcm
Brunei Darussalam,1996.0,400.0,Gas,Bcm
Indonesia,1996.0,2157.0,Gas,Bcm
Malaysia,1996.0,2270.0,Gas,Bcm
Burma,1996.0,282.0,Gas,Bcm
Pakistan,1996.0,589.0,Gas,Bcm
Thailand,1996.0,196.0,Gas,Bcm
Viet Nam,1996.0,171.0,Gas,Bcm
Argentina,1996.0,642.0,Gas,Bcm
Bolivia,1996.0,131.0,Gas,Bcm
Brazil,1996.0,158.0,Gas,Bcm
Colombia,1996.0,217.0,Gas,Bcm
Ecuador,1996.0,105.0,Gas,Bcm
Peru,1996.0,201.0,Gas,Bcm
Trinidad and Tobago,1996.0,456.0,Gas,Bcm
Venezuela,1996.0,4051.5,Gas,Bcm
Iran,1996.0,23000.0,Gas,Bcm
Iraq,1996.0,3360.0,Gas,Bcm
Kuwait,1996.0,1489.0,Gas,Bcm
Oman,1996.0,617.0,Gas,Bcm
Qatar,1996.0,8500.0,Gas,Bcm
Saudi Arabia,1996.0,5693.3,Gas,Bcm
United Arab Emirates,1996.0,5784.0,Gas,Bcm
Algeria,1996.0,3700.0,Gas,Bcm
Angola,1996.0,49.0,Gas,Bcm
Cameroon,1996.0,110.0,Gas,Bcm
Congo,1996.0,90.0,Gas,Bcm
Egypt,1996.0,849.0,Gas,Bcm
Equatorial Guinea,1996.0,17.9,Gas,Bcm
Gabon,1996.0,34.0,Gas,Bcm
Libya,1996.0,1313.0,Gas,Bcm
Mozambique,1996.0,49.416000000000004,Gas,Bcm
Nigeria,1996.0,3475.0,Gas,Bcm
Russian Federation & USSR,1996.0,45147.60448430494,Gas,Bcm
Bulgaria,1996.0,5.0,Gas,Bcm
Romania,1996.0,262.0,Gas,Bcm
Canada,1997.0,1809.0,Gas,Bcm
Chile,1997.0,20.0,Gas,Bcm
Mexico,1997.0,1797.0,Gas,Bcm
United States of America,1997.0,4735.0,Gas,Bcm
Denmark,1997.0,137.0,Gas,Bcm
Germany,1997.0,263.0,Gas,Bcm
Italy,1997.0,229.0,Gas,Bcm
Netherlands,1997.0,1845.0,Gas,Bcm
Norway,1997.0,3654.0,Gas,Bcm
Poland,1997.0,155.0,Gas,Bcm
United Kingdom,1997.0,1385.0,Gas,Bcm
Australia,1997.0,1494.0,Gas,Bcm
Japan,1997.0,41.0,Gas,Bcm
New Zealand,1997.0,75.0,Gas,Bcm
China,1997.0,1199.0,Gas,Bcm
India,1997.0,665.0,Gas,Bcm
Bangladesh,1997.0,297.0,Gas,Bcm
Brunei Darussalam,1997.0,391.0,Gas,Bcm
Indonesia,1997.0,2182.0,Gas,Bcm
Malaysia,1997.0,2258.0,Gas,Bcm
Burma,1997.0,283.0,Gas,Bcm
Pakistan,1997.0,595.0,Gas,Bcm
Thailand,1997.0,205.0,Gas,Bcm
Viet Nam,1997.0,170.0,Gas,Bcm
Argentina,1997.0,684.0,Gas,Bcm
Bolivia,1997.0,118.0,Gas,Bcm
Brazil,1997.0,228.0,Gas,Bcm
Colombia,1997.0,196.0,Gas,Bcm
Ecuador,1997.0,103.0,Gas,Bcm
Peru,1997.0,198.0,Gas,Bcm
Trinidad and Tobago,1997.0,517.0,Gas,Bcm
Venezuela,1997.0,4120.8,Gas,Bcm
Iran,1997.0,23000.0,Gas,Bcm
Iraq,1997.0,3188.0,Gas,Bcm
Kuwait,1997.0,1490.0,Gas,Bcm
Oman,1997.0,542.0,Gas,Bcm
Qatar,1997.0,8500.0,Gas,Bcm
Saudi Arabia,1997.0,5882.0,Gas,Bcm
United Arab Emirates,1997.0,6063.0,Gas,Bcm
Algeria,1997.0,4077.0,Gas,Bcm
Angola,1997.0,46.0,Gas,Bcm
Cameroon,1997.0,110.0,Gas,Bcm
Congo,1997.0,90.0,Gas,Bcm
Egypt,1997.0,927.0,Gas,Bcm
Equatorial Guinea,1997.0,17.9,Gas,Bcm
Gabon,1997.0,34.0,Gas,Bcm
Libya,1997.0,1315.0,Gas,Bcm
Mozambique,1997.0,56.800000000000004,Gas,Bcm
Nigeria,1997.0,3483.0,Gas,Bcm
Russian Federation & USSR,1997.0,45426.0,Gas,Bcm
Azerbaijan,1997.0,331.0,Gas,Bcm
Kazakhstan,1997.0,1389.0,Gas,Bcm
Turkmenistan,1997.0,1803.0,Gas,Bcm
Ukraine,1997.0,985.0,Gas,Bcm
Uzbekistan,1997.0,886.0,Gas,Bcm
Bulgaria,1997.0,6.0,Gas,Bcm
Romania,1997.0,246.0,Gas,Bcm
Canada,1998.0,1748.0,Gas,Bcm
Chile,1998.0,19.0,Gas,Bcm
Mexico,1998.0,851.0,Gas,Bcm
United States of America,1998.0,4645.0,Gas,Bcm
Denmark,1998.0,123.0,Gas,Bcm
Germany,1998.0,260.0,Gas,Bcm
Italy,1998.0,222.0,Gas,Bcm
Netherlands,1998.0,1794.0,Gas,Bcm
Norway,1998.0,3785.0,Gas,Bcm
Poland,1998.0,141.0,Gas,Bcm
United Kingdom,1998.0,1340.0,Gas,Bcm
Australia,1998.0,1989.0,Gas,Bcm
Japan,1998.0,40.0,Gas,Bcm
New Zealand,1998.0,72.0,Gas,Bcm
China,1998.0,1250.0,Gas,Bcm
India,1998.0,650.0,Gas,Bcm
Bangladesh,1998.0,297.0,Gas,Bcm
Brunei Darussalam,1998.0,382.0,Gas,Bcm
Indonesia,1998.0,2432.0,Gas,Bcm
Malaysia,1998.0,2462.0,Gas,Bcm
Burma,1998.0,285.0,Gas,Bcm
Pakistan,1998.0,612.0,Gas,Bcm
Thailand,1998.0,420.0,Gas,Bcm
Viet Nam,1998.0,170.0,Gas,Bcm
Argentina,1998.0,687.0,Gas,Bcm
Bolivia,1998.0,150.0,Gas,Bcm
Brazil,1998.0,226.0,Gas,Bcm
Colombia,1998.0,196.0,Gas,Bcm
Ecuador,1998.0,102.0,Gas,Bcm
Peru,1998.0,255.0,Gas,Bcm
Trinidad and Tobago,1998.0,560.0,Gas,Bcm
Venezuela,1998.0,4147.464,Gas,Bcm
Iran,1998.0,24100.0,Gas,Bcm
Iraq,1998.0,3188.0,Gas,Bcm
Kuwait,1998.0,1482.0,Gas,Bcm
Oman,1998.0,568.0,Gas,Bcm
Qatar,1998.0,10900.0,Gas,Bcm
Saudi Arabia,1998.0,6068.0,Gas,Bcm
United Arab Emirates,1998.0,5996.0,Gas,Bcm
Algeria,1998.0,4077.0,Gas,Bcm
Angola,1998.0,48.0,Gas,Bcm
Cameroon,1998.0,110.0,Gas,Bcm
Congo,1998.0,122.0,Gas,Bcm
Egypt,1998.0,1020.0,Gas,Bcm
Equatorial Guinea,1998.0,17.9,Gas,Bcm
Gabon,1998.0,33.0,Gas,Bcm
Libya,1998.0,1315.0,Gas,Bcm
Mozambique,1998.0,71.00000000000001,Gas,Bcm
Nigeria,1998.0,3512.0,Gas,Bcm
Russian Federation & USSR,1998.0,45107.0,Gas,Bcm
Azerbaijan,1998.0,499.0,Gas,Bcm
Kazakhstan,1998.0,1389.0,Gas,Bcm
Turkmenistan,1998.0,1862.0,Gas,Bcm
Ukraine,1998.0,1055.0,Gas,Bcm
Uzbekistan,1998.0,886.0,Gas,Bcm
Bulgaria,1998.0,6.0,Gas,Bcm
Romania,1998.0,231.0,Gas,Bcm
Canada,1999.0,1719.0,Gas,Bcm
Chile,1999.0,18.0,Gas,Bcm
Mexico,1999.0,861.0,Gas,Bcm
United States of America,1999.0,4740.0,Gas,Bcm
Denmark,1999.0,142.0,Gas,Bcm
Germany,1999.0,270.0,Gas,Bcm
Italy,1999.0,208.0,Gas,Bcm
Netherlands,1999.0,1740.0,Gas,Bcm
Norway,1999.0,3808.0,Gas,Bcm
Poland,1999.0,146.0,Gas,Bcm
United Kingdom,1999.0,1265.0,Gas,Bcm
Australia,1999.0,1989.0,Gas,Bcm
Japan,1999.0,40.0,Gas,Bcm
New Zealand,1999.0,59.0,Gas,Bcm
China,1999.0,1375.0,Gas,Bcm
India,1999.0,650.0,Gas,Bcm
Bangladesh,1999.0,323.0,Gas,Bcm
Brunei Darussalam,1999.0,374.0,Gas,Bcm
Indonesia,1999.0,2683.0,Gas,Bcm
Malaysia,1999.0,2428.0,Gas,Bcm
Burma,1999.0,287.0,Gas,Bcm
Pakistan,1999.0,702.0,Gas,Bcm
Thailand,1999.0,345.0,Gas,Bcm
Viet Nam,1999.0,170.0,Gas,Bcm
Argentina,1999.0,729.0,Gas,Bcm
Bolivia,1999.0,518.0,Gas,Bcm
Brazil,1999.0,231.0,Gas,Bcm
Colombia,1999.0,188.0,Gas,Bcm
Ecuador,1999.0,29.0,Gas,Bcm
Peru,1999.0,246.0,Gas,Bcm
Trinidad and Tobago,1999.0,605.0,Gas,Bcm
Venezuela,1999.0,4152.418,Gas,Bcm
Iran,1999.0,22370.0,Gas,Bcm
Iraq,1999.0,3285.0,Gas,Bcm
Kuwait,1999.0,1482.0,Gas,Bcm
Oman,1999.0,830.0,Gas,Bcm
Qatar,1999.0,11157.0,Gas,Bcm
Saudi Arabia,1999.0,6146.0,Gas,Bcm
United Arab Emirates,1999.0,5936.0,Gas,Bcm
Algeria,1999.0,4520.0,Gas,Bcm
Angola,1999.0,60.0,Gas,Bcm
Cameroon,1999.0,102.0,Gas,Bcm
Congo,1999.0,122.0,Gas,Bcm
Egypt,1999.0,1223.0,Gas,Bcm
Equatorial Guinea,1999.0,17.5,Gas,Bcm
Gabon,1999.0,33.0,Gas,Bcm
Libya,1999.0,1314.0,Gas,Bcm
Mozambique,1999.0,56.800000000000004,Gas,Bcm
Nigeria,1999.0,3512.0,Gas,Bcm
Russian Federation & USSR,1999.0,44000.0,Gas,Bcm
Azerbaijan,1999.0,499.0,Gas,Bcm
Kazakhstan,1999.0,1389.0,Gas,Bcm
Turkmenistan,1999.0,1862.0,Gas,Bcm
Ukraine,1999.0,1045.0,Gas,Bcm
Uzbekistan,1999.0,937.0,Gas,Bcm
Bulgaria,1999.0,6.0,Gas,Bcm
Romania,1999.0,216.0,Gas,Bcm
Canada,2000.0,1683.0,Gas,Bcm
Chile,2000.0,17.0,Gas,Bcm
Mexico,2000.0,835.0,Gas,Bcm
United States of America,2000.0,5024.0,Gas,Bcm
Denmark,2000.0,144.0,Gas,Bcm
Germany,2000.0,264.0,Gas,Bcm
Italy,2000.0,199.0,Gas,Bcm
Netherlands,2000.0,1684.0,Gas,Bcm
Norway,2000.0,3841.0,Gas,Bcm
Poland,2000.0,119.0,Gas,Bcm
United Kingdom,2000.0,1195.0,Gas,Bcm
Australia,2000.0,2203.0,Gas,Bcm
Japan,2000.0,40.0,Gas,Bcm
New Zealand,2000.0,57.0,Gas,Bcm
China,2000.0,1269.0,Gas,Bcm
India,2000.0,760.0,Gas,Bcm
Bangladesh,2000.0,306.0,Gas,Bcm
Brunei Darussalam,2000.0,366.0,Gas,Bcm
Indonesia,2000.0,2608.0,Gas,Bcm
Malaysia,2000.0,2335.0,Gas,Bcm
Burma,2000.0,287.0,Gas,Bcm
Pakistan,2000.0,677.0,Gas,Bcm
Thailand,2000.0,360.0,Gas,Bcm
Viet Nam,2000.0,170.0,Gas,Bcm
Argentina,2000.0,778.0,Gas,Bcm
Bolivia,2000.0,675.0,Gas,Bcm
Brazil,2000.0,221.0,Gas,Bcm
Colombia,2000.0,129.0,Gas,Bcm
Ecuador,2000.0,10.0,Gas,Bcm
Peru,2000.0,245.0,Gas,Bcm
Trinidad and Tobago,2000.0,557.0,Gas,Bcm
Venezuela,2000.0,4152.418,Gas,Bcm
Iran,2000.0,26600.0,Gas,Bcm
Iraq,2000.0,3109.0,Gas,Bcm
Kuwait,2000.0,1557.0,Gas,Bcm
Oman,2000.0,859.0,Gas,Bcm
Qatar,2000.0,14443.0,Gas,Bcm
Saudi Arabia,2000.0,6301.0,Gas,Bcm
United Arab Emirates,2000.0,6060.0,Gas,Bcm
Algeria,2000.0,4523.0,Gas,Bcm
Angola,2000.0,269.0,Gas,Bcm
Cameroon,2000.0,102.0,Gas,Bcm
Congo,2000.0,122.0,Gas,Bcm
Egypt,2000.0,1433.0,Gas,Bcm
Equatorial Guinea,2000.0,17.0,Gas,Bcm
Gabon,2000.0,33.0,Gas,Bcm
Libya,2000.0,1314.0,Gas,Bcm
Mozambique,2000.0,56.800000000000004,Gas,Bcm
Nigeria,2000.0,4106.0,Gas,Bcm
Russian Federation & USSR,2000.0,43809.0,Gas,Bcm
Azerbaijan,2000.0,499.0,Gas,Bcm
Kazakhstan,2000.0,1389.0,Gas,Bcm
Turkmenistan,2000.0,1862.0,Gas,Bcm
Ukraine,2000.0,1040.0,Gas,Bcm
Uzbekistan,2000.0,937.0,Gas,Bcm
Bulgaria,2000.0,6.0,Gas,Bcm
Romania,2000.0,202.0,Gas,Bcm
Canada,2001.0,1694.0,Gas,Bcm
Chile,2001.0,17.0,Gas,Bcm
Mexico,2001.0,797.0,Gas,Bcm
United States of America,2001.0,5195.0,Gas,Bcm
Denmark,2001.0,141.0,Gas,Bcm
Germany,2001.0,237.0,Gas,Bcm
Italy,2001.0,183.0,Gas,Bcm
Netherlands,2001.0,1648.0,Gas,Bcm
Norway,2001.0,3833.0,Gas,Bcm
Poland,2001.0,115.0,Gas,Bcm
United Kingdom,2001.0,1100.0,Gas,Bcm
Australia,2001.0,2667.0,Gas,Bcm
Japan,2001.0,40.0,Gas,Bcm
New Zealand,2001.0,65.0,Gas,Bcm
China,2001.0,1332.0,Gas,Bcm
India,2001.0,763.0,Gas,Bcm
Bangladesh,2001.0,340.0,Gas,Bcm
Brunei Darussalam,2001.0,356.0,Gas,Bcm
Indonesia,2001.0,2557.0,Gas,Bcm
Malaysia,2001.0,2335.0,Gas,Bcm
Burma,2001.0,345.0,Gas,Bcm
Pakistan,2001.0,745.0,Gas,Bcm
Thailand,2001.0,378.0,Gas,Bcm
Viet Nam,2001.0,193.0,Gas,Bcm
Argentina,2001.0,764.0,Gas,Bcm
Bolivia,2001.0,775.0,Gas,Bcm
Brazil,2001.0,223.0,Gas,Bcm
Colombia,2001.0,128.0,Gas,Bcm
Ecuador,2001.0,10.0,Gas,Bcm
Peru,2001.0,247.0,Gas,Bcm
Trinidad and Tobago,2001.0,576.0,Gas,Bcm
Venezuela,2001.0,4180.0,Gas,Bcm
Iran,2001.0,26600.0,Gas,Bcm
Iraq,2001.0,3109.0,Gas,Bcm
Kuwait,2001.0,1557.0,Gas,Bcm
Oman,2001.0,830.0,Gas,Bcm
Qatar,2001.0,25783.0,Gas,Bcm
Saudi Arabia,2001.0,6455.56,Gas,Bcm
United Arab Emirates,2001.0,6060.0,Gas,Bcm
Algeria,2001.0,4523.0,Gas,Bcm
Angola,2001.0,269.0,Gas,Bcm
Cameroon,2001.0,102.0,Gas,Bcm
Congo,2001.0,122.0,Gas,Bcm
Egypt,2001.0,1557.0,Gas,Bcm
Equatorial Guinea,2001.0,22.1,Gas,Bcm
Gabon,2001.0,33.0,Gas,Bcm
Libya,2001.0,1314.0,Gas,Bcm
Mozambique,2001.0,56.800000000000004,Gas,Bcm
Nigeria,2001.0,4632.7,Gas,Bcm
Russian Federation & USSR,2001.0,43902.0,Gas,Bcm
Azerbaijan,2001.0,499.0,Gas,Bcm
Kazakhstan,2001.0,1389.0,Gas,Bcm
Turkmenistan,2001.0,1862.0,Gas,Bcm
Ukraine,2001.0,1040.0,Gas,Bcm
Uzbekistan,2001.0,937.0,Gas,Bcm
Bulgaria,2001.0,4.0,Gas,Bcm
Romania,2001.0,189.0,Gas,Bcm
Canada,2002.0,1664.0,Gas,Bcm
Chile,2002.0,16.0,Gas,Bcm
Mexico,2002.0,561.3344700658395,Gas,Bcm
United States of America,2002.0,5294.0,Gas,Bcm
Denmark,2002.0,129.0,Gas,Bcm
Germany,2002.0,224.0,Gas,Bcm
Italy,2002.0,172.0,Gas,Bcm
Netherlands,2002.0,1600.0,Gas,Bcm
Norway,2002.0,3667.0,Gas,Bcm
Poland,2002.0,116.0,Gas,Bcm
United Kingdom,2002.0,1000.0,Gas,Bcm
Australia,2002.0,2528.0,Gas,Bcm
Japan,2002.0,40.0,Gas,Bcm
New Zealand,2002.0,65.0,Gas,Bcm
China,2002.0,1399.0,Gas,Bcm
India,2002.0,751.0,Gas,Bcm
Bangladesh,2002.0,340.0,Gas,Bcm
Brunei Darussalam,2002.0,350.0,Gas,Bcm
Indonesia,2002.0,2582.0,Gas,Bcm
Malaysia,2002.0,2471.0,Gas,Bcm
Burma,2002.0,445.0,Gas,Bcm
Pakistan,2002.0,760.0,Gas,Bcm
Thailand,2002.0,441.0,Gas,Bcm
Viet Nam,2002.0,230.0,Gas,Bcm
Argentina,2002.0,664.0,Gas,Bcm
Bolivia,2002.0,813.0,Gas,Bcm
Brazil,2002.0,245.0,Gas,Bcm
Colombia,2002.0,120.0,Gas,Bcm
Ecuador,2002.0,10.0,Gas,Bcm
Peru,2002.0,247.0,Gas,Bcm
Trinidad and Tobago,2002.0,589.0,Gas,Bcm
Venezuela,2002.0,4180.8,Gas,Bcm
Iran,2002.0,26690.0,Gas,Bcm
Iraq,2002.0,3190.0,Gas,Bcm
Kuwait,2002.0,1557.0,Gas,Bcm
Oman,2002.0,830.0,Gas,Bcm
Qatar,2002.0,25783.0,Gas,Bcm
Saudi Arabia,2002.0,6646.0,Gas,Bcm
United Arab Emirates,2002.0,6060.0,Gas,Bcm
Algeria,2002.0,4523.0,Gas,Bcm
Angola,2002.0,269.0,Gas,Bcm
Cameroon,2002.0,102.0,Gas,Bcm
Congo,2002.0,120.0,Gas,Bcm
Egypt,2002.0,1657.0,Gas,Bcm
Equatorial Guinea,2002.0,32.2,Gas,Bcm
Gabon,2002.0,33.0,Gas,Bcm
Libya,2002.0,1503.0,Gas,Bcm
Mozambique,2002.0,127.8,Gas,Bcm
Nigeria,2002.0,4997.3,Gas,Bcm
Russian Federation & USSR,2002.0,44090.0,Gas,Bcm
Azerbaijan,2002.0,499.0,Gas,Bcm
Kazakhstan,2002.0,1389.0,Gas,Bcm
Turkmenistan,2002.0,1862.0,Gas,Bcm
Ukraine,2002.0,1040.0,Gas,Bcm
Uzbekistan,2002.0,942.0,Gas,Bcm
Bulgaria,2002.0,4.0,Gas,Bcm
Romania,2002.0,178.0,Gas,Bcm
Canada,2003.0,1594.0,Gas,Bcm
Chile,2003.0,15.0,Gas,Bcm
Mexico,2003.0,558.3344700658395,Gas,Bcm
United States of America,2003.0,5353.0,Gas,Bcm
Denmark,2003.0,136.0,Gas,Bcm
Germany,2003.0,207.0,Gas,Bcm
Italy,2003.0,135.0,Gas,Bcm
Netherlands,2003.0,1530.0,Gas,Bcm
Norway,2003.0,3188.0,Gas,Bcm
Poland,2003.0,110.0,Gas,Bcm
United Kingdom,2003.0,905.0,Gas,Bcm
Australia,2003.0,2462.0,Gas,Bcm
Japan,2003.0,40.0,Gas,Bcm
New Zealand,2003.0,63.0,Gas,Bcm
China,2003.0,1469.0,Gas,Bcm
India,2003.0,854.0,Gas,Bcm
Bangladesh,2003.0,433.0,Gas,Bcm
Brunei Darussalam,2003.0,345.0,Gas,Bcm
Indonesia,2003.0,2683.0,Gas,Bcm
Malaysia,2003.0,2519.0,Gas,Bcm
Burma,2003.0,405.0,Gas,Bcm
Pakistan,2003.0,750.0,Gas,Bcm
Thailand,2003.0,418.0,Gas,Bcm
Viet Nam,2003.0,220.0,Gas,Bcm
Argentina,2003.0,612.0,Gas,Bcm
Bolivia,2003.0,782.0,Gas,Bcm
Brazil,2003.0,245.0,Gas,Bcm
Colombia,2003.0,114.0,Gas,Bcm
Ecuador,2003.0,9.0,Gas,Bcm
Peru,2003.0,247.0,Gas,Bcm
Trinidad and Tobago,2003.0,532.0,Gas,Bcm
Venezuela,2003.0,4218.835,Gas,Bcm
Iran,2003.0,27570.0,Gas,Bcm
Iraq,2003.0,3170.0,Gas,Bcm
Kuwait,2003.0,1572.0,Gas,Bcm
Oman,2003.0,830.0,Gas,Bcm
Qatar,2003.0,25783.0,Gas,Bcm
Saudi Arabia,2003.0,6754.2,Gas,Bcm
United Arab Emirates,2003.0,6060.0,Gas,Bcm
Algeria,2003.0,4545.0,Gas,Bcm
Angola,2003.0,269.0,Gas,Bcm
Cameroon,2003.0,100.0,Gas,Bcm
Congo,2003.0,117.0,Gas,Bcm
Egypt,2003.0,1756.0,Gas,Bcm
Equatorial Guinea,2003.0,32.8,Gas,Bcm
Gabon,2003.0,32.0,Gas,Bcm
Libya,2003.0,1491.0,Gas,Bcm
Mozambique,2003.0,127.8,Gas,Bcm
Nigeria,2003.0,5055.0,Gas,Bcm
Russian Federation & USSR,2003.0,45028.0,Gas,Bcm
Azerbaijan,2003.0,499.0,Gas,Bcm
Kazakhstan,2003.0,1389.0,Gas,Bcm
