source,type,scenario,year,oil_production,oil_production_unit,cumulated_oil_prod_since_2018,extrapolation_curve,oil_reserves,oil_reserves_label
The Shift Project,Extrapolation,Stated Policies,2163,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2164,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2165,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2166,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2167,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2168,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2169,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2170,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2171,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2172,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2173,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2174,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2175,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2176,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2177,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2178,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2179,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2180,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2181,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2182,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2183,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2184,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2185,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2186,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2187,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2188,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2189,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2190,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2191,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2192,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2193,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2194,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2195,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2196,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2197,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2198,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2199,0,mb/d,nan,Triangle,775,775 (Laherrère 2020)
The Shift Project,Extrapolation,Stated Policies,2033,48.08561643835611,mb/d,nan,Square,600,600
The Shift Project,Extrapolation,Stated Policies,2034,0,mb/d,nan,Square,600,600
The Shift Project,Extrapolation,Stated Policies,2040,103.49999999999999,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2041,100.241690625,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2042,96.98338125000001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2043,93.72507187499998,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2044,90.46676249999999,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2045,87.208453125,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2046,83.95014375000001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2047,80.691834375,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2048,77.43352499999999,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2049,74.175215625,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2050,70.91690625000001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2051,67.658596875,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2052,64.4002875,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2053,61.141978125,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2054,57.883668750000005,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2055,54.625359375,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2056,51.367050000000006,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2057,48.10874062500001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2058,44.85043125000001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2059,41.59212187500001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2060,38.33381250000001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2061,35.07550312500001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2062,31.81719375000001,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2063,28.558884375000016,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2064,25.30057500000002,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2065,22.042265625000017,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2066,18.78395625000002,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2067,15.525646875000016,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2068,12.267337500000021,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2069,9.009028125000027,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2070,5.750718750000012,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2071,2.492409375000018,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2072,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2073,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2074,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2075,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2076,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2077,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2078,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2079,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2080,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2081,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2082,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2083,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2084,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2085,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2086,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2087,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2088,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2089,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2090,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2091,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2092,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2093,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2094,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2095,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2096,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2097,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2098,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2099,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2100,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2101,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2102,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2103,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2104,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2105,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2106,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2107,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2108,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2109,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2110,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2111,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2112,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2113,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2114,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2115,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2116,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2117,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2118,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2119,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2120,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2121,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2122,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2123,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2124,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2125,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2126,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2127,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2128,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2129,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2130,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2131,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2132,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2133,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2134,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2135,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2136,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2137,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2138,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2139,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2140,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2141,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2142,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2143,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2144,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2145,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2146,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2147,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2148,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2149,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2150,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2151,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2152,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2153,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2154,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2155,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2156,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2157,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2158,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2159,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2160,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2161,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2162,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2163,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2164,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2165,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2166,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2167,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2168,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2169,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2170,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2171,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2172,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2173,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2174,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2175,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2176,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2177,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2178,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2179,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2180,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2181,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2182,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2183,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2184,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2185,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2186,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2187,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2188,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2189,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2190,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2191,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2192,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2193,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2194,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2195,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2196,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2197,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2198,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2199,0,mb/d,nan,Triangle,600,600
The Shift Project,Extrapolation,Stated Policies,2035,5.469178082191712,mb/d,nan,Square,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2036,0,mb/d,nan,Square,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2040,103.49999999999999,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2041,100.53790056818181,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2042,97.57580113636364,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2043,94.61370170454545,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2044,91.65160227272727,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2045,88.68950284090909,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2046,85.72740340909091,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2047,82.76530397727274,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2048,79.80320454545455,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2049,76.84110511363636,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2050,73.87900568181819,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2051,70.91690625000001,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2052,67.95480681818182,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2053,64.99270738636363,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2054,62.03060795454546,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2055,59.06850852272728,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2056,56.1064090909091,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2057,53.14430965909091,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2058,50.18221022727273,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2059,47.22011079545456,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2060,44.25801136363637,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2061,41.29591193181818,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2062,38.33381250000001,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2063,35.37171306818183,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2064,32.409613636363645,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2065,29.44751420454546,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2066,26.485414772727285,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2067,23.523315340909107,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2068,20.561215909090922,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2069,17.599116477272737,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2070,14.63701704545457,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2071,11.674917613636385,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2072,8.712818181818198,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2073,5.750718750000012,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2074,2.788619318181827,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2075,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2076,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2077,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2078,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2079,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2080,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2081,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2082,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2083,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2084,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2085,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2086,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2087,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2088,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2089,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2090,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2091,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2092,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2093,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2094,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2095,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2096,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2097,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2098,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2099,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2100,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2101,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2102,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2103,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2104,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2105,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2106,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2107,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2108,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2109,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2110,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2111,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2112,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2113,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2114,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2115,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2116,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2117,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2118,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2119,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2120,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2121,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2122,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2123,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
