source,type,scenario,year,oil_production,oil_production_unit,cumulated_oil_prod_since_2018,extrapolation_curve,oil_reserves,oil_reserves_label
The Shift Project,Extrapolation,Stated Policies,2124,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2125,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2126,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2127,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2128,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2129,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2130,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2131,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2132,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2133,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2134,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2135,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2136,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2137,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2138,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2139,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2140,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2141,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2142,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2143,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2144,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2145,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2146,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2147,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2148,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2149,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2150,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2151,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2152,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2153,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2154,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2155,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2156,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2157,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2158,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2159,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2160,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2161,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2162,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2163,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2164,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2165,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2166,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2167,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2168,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2169,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2170,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2171,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2172,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2173,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2174,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2175,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2176,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2177,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2178,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2179,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2180,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2181,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2182,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2183,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2184,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2185,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2186,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2187,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2188,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2189,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2190,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2191,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2192,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2193,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2194,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2195,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2196,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2197,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2198,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2199,0,mb/d,nan,Triangle,660,660 (Rystad 2P)
The Shift Project,Extrapolation,Stated Policies,2040,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2041,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2042,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2043,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2044,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2045,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2046,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2047,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2048,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2049,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2050,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2051,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2052,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2053,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2054,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2055,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2056,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2057,103.5,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2057,24.35958904109593,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2058,0,mb/d,nan,Square,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2040,103.49999999999999,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2041,102.19493616488651,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2042,100.88987232977303,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2043,99.58480849465954,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2044,98.27974465954605,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2045,96.97468082443257,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2046,95.66961698931908,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2047,94.3645531542056,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2048,93.05948931909211,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2049,91.75442548397862,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2050,90.44936164886516,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2051,89.14429781375168,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2052,87.83923397863819,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2053,86.53417014352469,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2054,85.2291063084112,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2055,83.92404247329773,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2056,82.61897863818425,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2057,81.31391480307076,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2058,80.00885096795727,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2059,78.70378713284379,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2060,77.3987232977303,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2061,76.09365946261683,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2062,74.78859562750334,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2063,73.48353179238985,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2064,72.17846795727637,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2065,70.87340412216288,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2066,69.5683402870494,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2067,68.26327645193591,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2068,66.95821261682242,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2069,65.65314878170894,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2070,64.34808494659546,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2071,63.04302111148198,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2072,61.73795727636849,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2073,60.432893441255004,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2074,59.12782960614152,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2075,57.82276577102804,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2076,56.51770193591455,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2077,55.212638100801065,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2078,53.907574265687586,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2079,52.60251043057411,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2080,51.29744659546062,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2081,49.992382760347134,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2082,48.68731892523365,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2083,47.38225509012016,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2084,46.077191255006674,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2085,44.772127419893195,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2086,43.46706358477971,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2087,42.16199974966622,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2088,40.856935914552736,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2089,39.55187207943926,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2090,38.24680824432578,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2091,36.94174440921229,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2092,35.636680574098804,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2093,34.33161673898532,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2094,33.02655290387183,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2095,31.72148906875835,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2096,30.416425233644862,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2097,29.11136139853138,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2098,27.806297563417893,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2099,26.501233728304417,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2100,25.19616989319093,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2101,23.891106058077447,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2102,22.58604222296396,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2103,21.280978387850475,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2104,19.97591455273699,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2105,18.670850717623505,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2106,17.36578688251002,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2107,16.060723047396536,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2108,14.75565921228305,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2109,13.450595377169565,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2110,12.145531542056078,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2111,10.840467706942594,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2112,9.535403871829109,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2113,8.230340036715623,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2114,6.925276201602138,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2115,5.620212366488672,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2116,4.315148531375186,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2117,3.010084696261701,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2118,1.705020861148216,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2119,0.39995702603473066,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2120,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2121,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2122,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2123,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2124,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2125,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2126,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2127,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2128,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2129,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2130,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2131,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
The Shift Project,Extrapolation,Stated Policies,2132,0,mb/d,nan,Triangle,1498,1498 (OPEC 2019)
